PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;deeltijd onderwijs;vrouw;8;11;10;8;8;8;6;13;14;19
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;voltijd onderwijs;man;40;49;49;52;52;53;53;52;50;50
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;voltijd onderwijs;vrouw;19;23;32;30;33;44;34;33;42;37
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;man;13;15;15;7;6;7;4;5;3;4
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;vrouw;31;26;21;12;11;10;8;8;6;6
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;man;20;14;14;11;6;4;4;5;6;10
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;vrouw;7;7;3;4;4;8;6;5;4;4
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;deeltijd onderwijs;man;0;0;0;1;1;0;0;0;0;1
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;deeltijd onderwijs;vrouw;5;12;11;7;9;4;2;4;2;3
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;man;13;14;14;12;13;12;14;23;25;25
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;vrouw;54;78;71;70;58;75;87;114;127;126
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;deeltijd onderwijs;man;0;1;1;3;2;1;0;0;0;1
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;deeltijd onderwijs;vrouw;4;3;5;2;4;3;1;0;2;4
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;man;131;161;157;162;144;107;106;152;226;172
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;vrouw;226;336;307;300;273;235;237;308;349;366
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;man;0;0;0;0;0;0;0;35;53;87
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;21PN;Tilburg University;techniek;n.v.t. (techniek);55018;B Data Science (joint degree);voltijd onderwijs;vrouw;0;0;0;0;0;0;0;13;21;43
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60046;M Finance;voltijd onderwijs;man;130;186;267;294;251;278;277;276;326;337
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60046;M Finance;voltijd onderwijs;vrouw;46;66;91;97;75;79;82;81;76;85
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60056;M Econometrics and Mathematical Economics;voltijd onderwijs;man;15;13;11;13;18;28;24;34;37;45
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60056;M Econometrics and Mathematical Economics;voltijd onderwijs;vrouw;3;10;9;8;10;12;16;18;21;27
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60057;M Business Analytics and Operations Research;voltijd onderwijs;man;19;20;38;33;32;40;42;52;66;59
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60057;M Business Analytics and Operations Research;voltijd onderwijs;vrouw;7;9;16;17;9;12;18;23;23;27
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60058;M Quantitative Finance and Actuarial Science;voltijd onderwijs;man;37;46;44;45;39;31;30;35;40;43
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60058;M Quantitative Finance and Actuarial Science;voltijd onderwijs;vrouw;16;11;12;20;16;15;8;6;10;11
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60059;M Accounting;voltijd onderwijs;man;121;117;188;214;166;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60059;M Accounting;voltijd onderwijs;vrouw;73;77;100;92;92;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60060;M Accountancy;voltijd onderwijs;man;76;27;0;0;0;160;183;159;155;140
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60060;M Accountancy;voltijd onderwijs;vrouw;12;4;0;0;0;86;85;97;89;89
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60061;M Financial Management;voltijd onderwijs;man;139;59;0;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60061;M Financial Management;voltijd onderwijs;vrouw;46;13;0;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60062;M Investment Analysis;voltijd onderwijs;man;54;17;0;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60062;M Investment Analysis;voltijd onderwijs;vrouw;8;2;0;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60063;M Marketing Management;voltijd onderwijs;man;421;273;265;230;215;156;168;189;173;173
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60063;M Marketing Management;voltijd onderwijs;vrouw;172;145;165;157;148;109;134;170;162;158
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60064;M Marketing Analytics;voltijd onderwijs;man;16;17;18;14;13;13;18;34;40;43
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60064;M Marketing Analytics;voltijd onderwijs;vrouw;16;16;14;20;17;22;18;31;52;57
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60066;M Strategic Management;voltijd onderwijs;man;309;231;187;117;102;103;153;231;216;208
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60066;M Strategic Management;voltijd onderwijs;vrouw;84;67;38;33;27;42;57;100;92;92
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60067;M International Economics and Finance;voltijd onderwijs;man;11;3;0;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60067;M International Economics and Finance;voltijd onderwijs;vrouw;11;3;0;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60093;M Supply Chain Management;voltijd onderwijs;man;142;141;115;95;76;89;122;150;156;186
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60093;M Supply Chain Management;voltijd onderwijs;vrouw;43;36;24;19;42;50;63;57;87;73
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60407;M International Management;voltijd onderwijs;man;112;81;64;48;46;45;46;69;85;51
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60407;M International Management;voltijd onderwijs;vrouw;62;45;46;34;40;39;43;50;65;38
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60898;M Economics and Finance of Aging;voltijd onderwijs;man;19;25;14;4;1;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60898;M Economics and Finance of Aging;voltijd onderwijs;vrouw;12;16;15;8;2;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60908;M Research Master in Business (research);voltijd onderwijs;man;47;31;29;25;34;28;27;31;28;19
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60908;M Research Master in Business (research);voltijd onderwijs;vrouw;24;23;23;25;24;15;10;10;10;10
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60909;M Research Master in Economics (research);voltijd onderwijs;man;46;29;27;21;21;23;19;21;22;20
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);60909;M Research Master in Economics (research);voltijd onderwijs;vrouw;19;18;12;15;18;15;5;7;15;12
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;man;88;90;76;60;71;82;88;86;84;89
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;vrouw;55;43;39;27;45;46;52;38;37;52
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);66402;M Fiscale Economie;voltijd onderwijs;man;118;93;96;99;115;108;96;106;121;114
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;economie;n.v.t. (economie);66402;M Fiscale Economie;voltijd onderwijs;vrouw;55;42;65;61;57;42;41;47;57;53
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60075;M Human Resource Studies;voltijd onderwijs;man;65;53;37;40;39;45;57;49;37;45
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60075;M Human Resource Studies;voltijd onderwijs;vrouw;199;141;143;110;116;137;134;143;149;170
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60076;M Psychologie en Geestelijke Gezondheid;voltijd onderwijs;man;35;25;29;29;40;37;33;31;29;38
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60076;M Psychologie en Geestelijke Gezondheid;voltijd onderwijs;vrouw;153;157;172;177;193;153;133;152;164;177
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60077;M Social Psychology;voltijd onderwijs;man;35;29;34;51;40;37;31;31;32;29
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60077;M Social Psychology;voltijd onderwijs;vrouw;56;43;50;60;72;49;61;64;78;61
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure and Tourism Studies;voltijd onderwijs;man;11;5;9;6;3;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure and Tourism Studies;voltijd onderwijs;vrouw;23;8;9;12;2;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60394;M Social and Behavioural Sciences (research);voltijd onderwijs;man;11;12;15;15;13;16;17;10;11;11
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60394;M Social and Behavioural Sciences (research);voltijd onderwijs;vrouw;26;27;14;14;19;16;18;23;22;14
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60754;M Organization Studies;voltijd onderwijs;man;127;77;91;95;78;75;62;63;59;51
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60754;M Organization Studies;voltijd onderwijs;vrouw;117;74;66;81;86;91;85;73;61;107
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60954;M Individual Differences and Assessment (research);voltijd onderwijs;man;0;0;0;0;0;0;2;2;3;4
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60954;M Individual Differences and Assessment (research);voltijd onderwijs;vrouw;0;0;0;0;0;0;5;11;9;15
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66599;M Sociology;voltijd onderwijs;man;6;10;15;10;7;8;8;15;13;14
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66599;M Sociology;voltijd onderwijs;vrouw;12;16;21;20;26;21;8;31;42;40
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;man;55;39;41;31;36;46;47;48;36;43
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66627;M Bestuurskunde;voltijd onderwijs;vrouw;26;23;16;17;14;24;22;14;12;17
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gezondheidszorg;n.v.t. (gezondheidszorg);66581;M Medische Psychologie;voltijd onderwijs;man;6;7;8;12;10;8;8;7;6;7
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;gezondheidszorg;n.v.t. (gezondheidszorg);66581;M Medische Psychologie;voltijd onderwijs;vrouw;67;78;101;111;117;114;103;104;109;107
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;natuur;n.v.t. (natuur);60055;M Information Management;voltijd onderwijs;man;112;86;84;82;88;95;113;125;145;120
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;natuur;n.v.t. (natuur);60055;M Information Management;voltijd onderwijs;vrouw;19;18;16;13;18;18;21;39;41;33
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60068;M Nederlands Strafrecht in Europa;voltijd onderwijs;man;2;1;0;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60068;M Nederlands Strafrecht in Europa;voltijd onderwijs;vrouw;5;1;0;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60069;M Law and Technology;voltijd onderwijs;man;26;26;33;32;43;53;59;74;76;93
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60069;M Law and Technology;voltijd onderwijs;vrouw;16;19;19;23;44;60;49;74;85;95
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60070;M Sociaal Recht en Sociale Politiek;duaal onderwijs;man;2;3;1;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60070;M Sociaal Recht en Sociale Politiek;duaal onderwijs;vrouw;2;2;2;1;1;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60070;M Sociaal Recht en Sociale Politiek;voltijd onderwijs;man;11;12;7;2;2;1;5;6;6;16
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60070;M Sociaal Recht en Sociale Politiek;voltijd onderwijs;vrouw;31;28;20;12;8;3;11;32;38;41
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60071;M Milieurecht;voltijd onderwijs;man;11;8;3;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60071;M Milieurecht;voltijd onderwijs;vrouw;10;5;3;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60072;M International Business Law;voltijd onderwijs;man;31;42;40;33;45;47;44;36;34;21
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60072;M International Business Law;voltijd onderwijs;vrouw;43;53;44;38;33;56;44;36;34;40
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60073;M International and European Public Law;voltijd onderwijs;man;29;25;32;23;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60073;M International and European Public Law;voltijd onderwijs;vrouw;52;55;49;53;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;man;26;21;15;9;7;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;vrouw;43;26;21;15;16;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;man;163;127;197;200;200;148;98;87;96;100
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;vrouw;444;370;422;469;401;313;231;243;278;291
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60224;M International and European Law;voltijd onderwijs;man;0;0;0;0;37;40;30;31;33;36
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60224;M International and European Law;voltijd onderwijs;vrouw;0;0;0;0;61;74;93;80;84;91
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60393;M Research master in Law (research);voltijd onderwijs;man;7;9;8;8;8;11;11;8;6;2
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60393;M Research master in Law (research);voltijd onderwijs;vrouw;11;11;15;21;18;17;11;11;7;5
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60408;M Ondernemingsrecht;voltijd onderwijs;man;0;0;80;84;67;56;50;55;61;61
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60408;M Ondernemingsrecht;voltijd onderwijs;vrouw;0;0;59;49;46;39;48;51;54;59
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60753;M Recht en Management;voltijd onderwijs;man;140;80;0;0;0;0;0;0;0;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;21PN;Tilburg University;recht;n.v.t. (recht);60753;M Recht en Management;voltijd onderwijs;vrouw;102;72;0;0;0;0;0;0;0;0
